id;name;coordinates_x;coordinates_y;creation_date;from_x;from_y;from_z;to_x;to_y;to_z;distance;price
3002;Alpha-2902;657;489;2026-05-21T21:27:43.773787890+03:00[Europe/Moscow];-71.54088;-68.04187919426545;566;97.92729;-5.760840557753099;931;6110;552.03
3003;Epsilon-2903;121;-523;2026-05-21T21:27:43.776052548+03:00[Europe/Moscow];43.586548;26.24363639080498;593;17.951797;-44.11218190839039;354;1173;994.54
3004;Nu-2904;-102;318;2026-05-21T21:27:43.778267613+03:00[Europe/Moscow];82.196976;73.90214165691239;628;36.352356;-50.51804151393786;209;7525;922.57
3005;Eta-2905;-365;-54;2026-05-21T21:27:43.780532778+03:00[Europe/Moscow];80.17276;95.09209740398617;178;16.986618;-66.53640212715857;36;2934;626.00
3006;Lambda-2906;103;-277;2026-05-21T21:27:43.782742294+03:00[Europe/Moscow];-31.507805;-89.7430089366;156;95.45796;-90.17543653517845;111;7243;818.88
3007;Phi-2907;885;167;2026-05-21T21:27:43.784990304+03:00[Europe/Moscow];85.9993;88.13175109665437;947;-47.403324;-4.1394012910648;969;6624;460.68
3008;Rho-2908;822;863;2026-05-21T21:27:43.787177089+03:00[Europe/Moscow];-37.302353;28.929795145715588;417;76.500244;-15.619026027841244;665;9972;349.02
3009;Zeta-2909;-416;-270;2026-05-21T21:27:43.789315054+03:00[Europe/Moscow];-95.99845;49.5890523622443;864;-1.4779816;-56.93662529203929;206;3801;346.69
3010;Theta-2910;807;153;2026-05-21T21:27:43.791473191+03:00[Europe/Moscow];-67.12993;-83.3773696774917;911;-41.972733;-26.520010588427326;115;3398;479.93
3011;Epsilon-2911;-225;-584;2026-05-21T21:27:43.793770712+03:00[Europe/Moscow];0.9570694;-98.13402864142853;334;18.430153;-57.98760067082369;45;6828;47.15
3012;Sigma-2912;-711;148;2026-05-21T21:27:43.796063256+03:00[Europe/Moscow];-6.6754227;9.041607056539732;542;-66.67913;68.06347441553947;66;8970;537.99
3013;Sigma-2913;-570;663;2026-05-21T21:27:43.798233641+03:00[Europe/Moscow];17.96708;-89.69632308877213;386;-64.016594;46.566857021446594;683;4219;411.15
3014;Phi-2914;89;-569;2026-05-21T21:27:43.800429997+03:00[Europe/Moscow];-93.817604;60.86102506468191;362;-61.779358;15.919359228369643;141;4733;329.54
3015;Sigma-2915;360;68;2026-05-21T21:27:43.802661179+03:00[Europe/Moscow];-48.33548;-61.15879084039393;645;73.77132;-66.34557684549414;96;5303;530.71
3016;Pi-2916;-184;-792;2026-05-21T21:27:43.804961161+03:00[Europe/Moscow];21.312645;5.379295706023541;797;-89.17043;72.67249157129021;972;9875;285.14
3017;Tau-2917;-312;744;2026-05-21T21:27:43.807356882+03:00[Europe/Moscow];-78.755005;54.07008598565008;125;42.23329;-42.637421631262676;925;918;527.55
3018;Psi-2918;298;150;2026-05-21T21:27:43.809628335+03:00[Europe/Moscow];76.795105;-16.165810548615028;8;4.8454742;-8.963637473014458;786;4008;44.86
3019;Zeta-2919;879;-485;2026-05-21T21:27:43.811851977+03:00[Europe/Moscow];-86.195015;38.293173585647224;902;61.083145;84.78209469990924;915;8594;481.12
3020;Nu-2920;485;81;2026-05-21T21:27:43.814085834+03:00[Europe/Moscow];45.471634;-89.5768437423741;799;-2.7692642;-72.81125126775756;378;6276;753.24
3021;Phi-2921;773;201;2026-05-21T21:27:43.816457722+03:00[Europe/Moscow];99.30325;69.42718842207097;136;-61.97753;-24.56343920241308;936;1337;988.85
3022;Phi-2922;-84;8;2026-05-21T21:27:43.818753470+03:00[Europe/Moscow];-7.6616287;-52.980367641623594;336;73.650375;30.720149269739352;177;5962;449.61
3023;Omega-2923;-152;-956;2026-05-21T21:27:43.821025399+03:00[Europe/Moscow];-15.593979;-50.1915484354327;863;-24.283386;-87.68734240998535;731;1098;495.38
3024;Tau-2924;-316;-187;2026-05-21T21:27:43.823438024+03:00[Europe/Moscow];81.82381;-63.53742115668619;551;-47.507977;47.694076911192326;545;8594;864.40
3025;Zeta-2925;929;-674;2026-05-21T21:27:43.825738681+03:00[Europe/Moscow];-68.668945;62.07807653322158;967;-74.817566;-66.19507010049803;576;7720;136.61
3026;Epsilon-2926;487;-172;2026-05-21T21:27:43.828011209+03:00[Europe/Moscow];52.691833;17.69616594512722;14;-8.097206;-31.405755246792836;881;6067;486.61
3027;Upsilon-2927;-122;41;2026-05-21T21:27:43.830525403+03:00[Europe/Moscow];-39.641403;-90.60313978614751;233;90.12692;-99.1540192381023;889;4698;522.15
3028;Theta-2928;-578;482;2026-05-21T21:27:43.832862629+03:00[Europe/Moscow];97.21309;37.542441541927815;75;-39.64809;0.5717137580722351;963;2725;439.51
3029;Mu-2929;-988;-120;2026-05-21T21:27:43.835106610+03:00[Europe/Moscow];-46.488213;-28.636792327329275;840;-83.283005;76.98579788373189;773;999;38.60
3030;Theta-2930;807;-949;2026-05-21T21:27:43.837463199+03:00[Europe/Moscow];-31.672684;-41.67910476645016;426;73.31268;-10.816995901880517;8;1905;874.15
3031;Rho-2931;325;-51;2026-05-21T21:27:43.839662121+03:00[Europe/Moscow];65.28778;61.96839263140376;626;12.694298;14.666315076235108;392;5341;400.96
3032;Omicron-2932;-980;156;2026-05-21T21:27:43.841878777+03:00[Europe/Moscow];74.35588;-69.02511194651629;874;77.37686;-53.90336133225524;300;3807;642.93
3033;Nu-2933;50;847;2026-05-21T21:27:43.844187066+03:00[Europe/Moscow];-84.92471;57.45455047055643;39;-81.35954;28.439804328228377;727;1282;651.47
3034;Tau-2934;-873;-788;2026-05-21T21:27:43.846542566+03:00[Europe/Moscow];-11.567497;18.979856570352155;415;99.919525;16.868720568685774;841;796;720.44
3035;Alpha-2935;321;-395;2026-05-21T21:27:43.848772264+03:00[Europe/Moscow];71.957825;-79.93982628489653;945;-13.94352;82.80353267092937;177;9656;505.05
3036;Tau-2936;-354;-838;2026-05-21T21:27:43.851108188+03:00[Europe/Moscow];37.10576;-69.49866554704124;980;73.189896;80.80780412874589;600;4242;492.76
3037;Eta-2937;34;111;2026-05-21T21:27:43.853424557+03:00[Europe/Moscow];2.6114502;98.39156001823491;637;-10.696564;-7.192918144702659;766;303;881.37
3038;Mu-2938;-266;557;2026-05-21T21:27:43.855710049+03:00[Europe/Moscow];69.438354;-26.288643351612222;587;-95.36864;84.67183530011891;810;4100;875.40
3039;Beta-2939;892;-66;2026-05-21T21:27:43.857922034+03:00[Europe/Moscow];-42.89203;-54.2337814549666;714;-17.867325;92.98302634978455;579;4561;834.51
3040;Alpha-2940;795;-223;2026-05-21T21:27:43.860106161+03:00[Europe/Moscow];88.8813;-32.243775300325865;298;46.489853;-40.66165325787659;414;9714;695.35
3041;Zeta-2941;-205;-738;2026-05-21T21:27:43.862390698+03:00[Europe/Moscow];-57.780563;-13.913407144388003;27;-2.279007;55.877458440899034;73;5747;574.85
3042;Phi-2942;561;442;2026-05-21T21:27:43.864571976+03:00[Europe/Moscow];-8.145401;-87.44400146832325;455;-43.31305;84.52973875403106;791;269;16.75
3043;Tau-2943;-433;-669;2026-05-21T21:27:43.866727569+03:00[Europe/Moscow];75.03316;53.98099141079709;649;33.897476;82.28382521712385;510;3364;655.56
3044;Beta-2944;-77;-691;2026-05-21T21:27:43.868936277+03:00[Europe/Moscow];48.88994;92.79913389428745;786;-2.2716675;-3.389320887679588;556;8417;976.37
3045;Epsilon-2945;-444;949;2026-05-21T21:27:43.871335014+03:00[Europe/Moscow];-56.88251;-7.839516175843869;542;-71.88791;79.80770333813766;551;1097;822.31
3046;Omega-2946;968;554;2026-05-21T21:27:43.873593271+03:00[Europe/Moscow];-30.0001;88.29438177635652;18;23.850464;-74.09384855298103;600;8501;124.63
3047;Lambda-2947;-122;-637;2026-05-21T21:27:43.875847985+03:00[Europe/Moscow];18.197678;-98.90379403903711;371;-54.080784;50.24044146054308;206;7774;200.42
3048;Delta-2948;-293;-396;2026-05-21T21:27:43.878124689+03:00[Europe/Moscow];-69.51924;-56.503012901301794;550;39.93991;80.45750621293891;832;6590;109.52
3049;Mu-2949;-221;-755;2026-05-21T21:27:43.880835418+03:00[Europe/Moscow];-95.86428;20.935655899320537;68;-92.11449;-45.72188448463805;467;7945;275.61
3050;Psi-2950;628;863;2026-05-21T21:27:43.883037539+03:00[Europe/Moscow];60.49385;66.28192126935883;406;57.964508;55.14670012023086;434;8098;105.39
3051;Gamma-2951;-615;745;2026-05-21T21:27:43.885320494+03:00[Europe/Moscow];4.926956;81.88494851380702;528;69.565735;-65.21483704118506;973;3539;924.21
3052;Mu-2952;-777;-611;2026-05-21T21:27:43.887482418+03:00[Europe/Moscow];-63.944614;77.17961803437254;162;4.7413025;48.15905249527373;95;9301;407.30
3053;Theta-2953;-111;-228;2026-05-21T21:27:43.889639503+03:00[Europe/Moscow];59.224426;-67.00222153624067;243;-95.5423;-60.93237603205064;201;3529;337.32
3054;Eta-2954;344;-771;2026-05-21T21:27:43.891816361+03:00[Europe/Moscow];-66.67483;93.24387949663085;431;-80.22531;-89.7037811328492;892;7936;654.62
3055;Lambda-2955;264;844;2026-05-21T21:27:43.893997988+03:00[Europe/Moscow];-12.636864;-6.962146570525647;204;21.826553;70.53008019018861;321;2967;768.67
3056;Iota-2956;814;624;2026-05-21T21:27:43.896318724+03:00[Europe/Moscow];-42.27996;20.36139977372609;239;-56.692158;-32.182782417288024;373;5377;558.03
3057;Iota-2957;-164;352;2026-05-21T21:27:43.898486951+03:00[Europe/Moscow];42.27054;35.19498440904155;705;85.723526;24.80566091071394;254;7670;728.53
3058;Iota-2958;367;-306;2026-05-21T21:27:43.900650545+03:00[Europe/Moscow];-7.12899;1.3921357189696977;83;-53.230633;10.773719054240132;464;7382;277.44
3059;Beta-2959;-417;-280;2026-05-21T21:27:43.902870375+03:00[Europe/Moscow];-16.627586;-83.87162009354336;797;-89.49511;-72.99853853923221;701;1946;613.57
3060;Eta-2960;770;974;2026-05-21T21:27:43.905156747+03:00[Europe/Moscow];8.402573;51.895862141805935;912;-3.5418777;-78.97889998722809;978;1748;442.42
3061;Xi-2961;-290;484;2026-05-21T21:27:43.907479335+03:00[Europe/Moscow];67.03992;-59.59097989087516;567;-27.736572;23.18724002297398;149;3314;870.45
3062;Epsilon-2962;-274;572;2026-05-21T21:27:43.909644002+03:00[Europe/Moscow];-58.764435;22.18162211962465;555;-6.903412;73.40066041183422;612;9017;982.58
3063;Eta-2963;-157;-116;2026-05-21T21:27:43.911799166+03:00[Europe/Moscow];14.306282;53.99843268608328;550;-70.925415;-66.9906565491043;907;7282;156.48
3064;Nu-2964;551;-612;2026-05-21T21:27:43.914058242+03:00[Europe/Moscow];-27.50335;64.56043585464528;840;-0.03462982;-4.6286197252148185;964;1215;656.30
3065;Gamma-2965;-764;241;2026-05-21T21:27:43.916406171+03:00[Europe/Moscow];-33.757996;23.413210467524692;184;38.371597;-25.651575706105163;60;5090;336.71
3066;Mu-2966;-86;89;2026-05-21T21:27:43.918549226+03:00[Europe/Moscow];75.39819;83.22885044710563;525;-0.7539749;-19.78858196483442;533;7298;964.08
3067;Mu-2967;396;54;2026-05-21T21:27:43.920677350+03:00[Europe/Moscow];71.17174;-52.133244107682074;178;-37.87521;-89.31792830918035;422;1503;732.15
3068;Phi-2968;877;-485;2026-05-21T21:27:43.922832055+03:00[Europe/Moscow];-11.887566;-93.01847006362709;949;58.87184;86.97559475466659;926;3930;843.68
3069;Upsilon-2969;441;-289;2026-05-21T21:27:43.925041513+03:00[Europe/Moscow];45.21028;80.01056434410901;966;15.020393;97.90018307772931;398;5133;674.92
3070;Theta-2970;925;-837;2026-05-21T21:27:43.927288495+03:00[Europe/Moscow];62.481766;-4.469291782264648;307;43.814087;-66.96927494667756;208;2325;660.21
3071;Gamma-2971;-85;261;2026-05-21T21:27:43.929462349+03:00[Europe/Moscow];-36.04021;-20.058537485735556;293;-58.24207;44.01472260140466;269;3046;293.08
3072;Eta-2972;-224;-885;2026-05-21T21:27:43.931730669+03:00[Europe/Moscow];-43.533123;-16.392690994621773;908;47.795105;91.22813816431906;172;7630;183.67
3073;Kappa-2973;348;-76;2026-05-21T21:27:43.933913927+03:00[Europe/Moscow];-29.454697;49.67958023631064;796;91.599594;7.692369489153393;714;5116;705.07
3074;Tau-2974;-188;-413;2026-05-21T21:27:43.936292233+03:00[Europe/Moscow];0.41644287;-41.311749529540975;508;-0.12704468;58.145230863739414;317;6903;625.86
3075;Omega-2975;54;-251;2026-05-21T21:27:43.938494656+03:00[Europe/Moscow];46.09198;-3.0904937832226125;708;-4.3359985;-85.85812920820229;308;2238;918.55
3076;Beta-2976;215;-143;2026-05-21T21:27:43.940654330+03:00[Europe/Moscow];-58.529068;61.09378793797373;730;-75.26047;-33.34959162948957;361;2995;113.27
3077;Tau-2977;560;-692;2026-05-21T21:27:43.942815366+03:00[Europe/Moscow];31.692245;23.278005165240614;175;44.724228;22.98408431496415;25;6336;8.92
3078;Alpha-2978;428;111;2026-05-21T21:27:43.944942400+03:00[Europe/Moscow];47.70337;81.27164142806114;822;-29.312584;74.0644298020753;632;4336;856.76
3079;Phi-2979;634;-400;2026-05-21T21:27:43.947182278+03:00[Europe/Moscow];96.024445;-10.799229378960163;876;92.34444;65.89457236051771;205;4944;561.82
3080;Theta-2980;907;-498;2026-05-21T21:27:43.949488430+03:00[Europe/Moscow];-30.327286;5.3402654490568295;764;-42.604458;-82.73649771618877;431;3255;203.76
3081;Eta-2981;595;-286;2026-05-21T21:27:43.951648178+03:00[Europe/Moscow];42.608887;34.974147845126396;486;91.00589;26.464797324654697;966;5013;115.79
3082;Tau-2982;126;-531;2026-05-21T21:27:43.953943399+03:00[Europe/Moscow];96.07123;-46.952685935948594;205;67.08475;-81.72576766169456;765;9002;7.44
3083;Phi-2983;345;675;2026-05-21T21:27:43.956164883+03:00[Europe/Moscow];-86.77654;42.077294741014526;328;15.952011;-6.640988763192141;211;7882;740.99
3084;Upsilon-2984;514;513;2026-05-21T21:27:43.958423032+03:00[Europe/Moscow];-15.222641;-50.78039081239889;4;98.83115;14.250569505659598;634;2960;381.35
3085;Zeta-2985;-903;166;2026-05-21T21:27:43.960716047+03:00[Europe/Moscow];59.589737;-38.626508294944;161;-24.781036;-99.48990400974328;278;9032;725.06
3086;Alpha-2986;-920;-582;2026-05-21T21:27:43.962876214+03:00[Europe/Moscow];-89.362785;-53.80837730730781;923;-38.120354;-83.67714723509387;904;6035;117.73
3087;Omega-2987;565;391;2026-05-21T21:27:43.965035262+03:00[Europe/Moscow];-87.40164;-3.0496890185625034;403;-25.322655;8.815062299108646;39;3752;518.51
3088;Beta-2988;-100;703;2026-05-21T21:27:43.967204974+03:00[Europe/Moscow];-58.755135;-4.1009921386838215;887;81.23746;12.264357449404798;609;9561;660.27
3089;Chi-2989;10;-801;2026-05-21T21:27:43.969522467+03:00[Europe/Moscow];7.4832306;-77.45605301446743;647;83.92813;-2.950490366965326;800;2753;492.87
3090;Delta-2990;-947;115;2026-05-21T21:27:43.971728474+03:00[Europe/Moscow];-82.321976;-46.125000011046446;76;-87.542534;49.20855400793977;271;3231;971.82
3091;Nu-2991;-812;994;2026-05-21T21:27:43.973958964+03:00[Europe/Moscow];-68.978035;-18.676660143470386;838;79.14798;-0.8322179379114658;187;4102;76.84
3092;Sigma-2992;93;1;2026-05-21T21:27:43.976263612+03:00[Europe/Moscow];49.098526;-89.98624659890694;567;61.24092;-11.250306293422454;56;9063;154.47
3093;Pi-2993;185;723;2026-05-21T21:27:43.978536762+03:00[Europe/Moscow];-33.111588;-77.05185516080502;345;94.91785;-84.77023488481274;671;6824;377.24
3094;Zeta-2994;-602;-196;2026-05-21T21:27:43.980717586+03:00[Europe/Moscow];71.105896;96.13165869859876;253;74.87065;72.89997960023749;988;1874;95.78
3095;Phi-2995;-68;757;2026-05-21T21:27:43.982934009+03:00[Europe/Moscow];77.138885;-13.27993706912811;964;-78.110214;-16.761616186289956;603;6521;250.23
3096;Kappa-2996;-229;469;2026-05-21T21:27:43.985239985+03:00[Europe/Moscow];-9.933258;-13.307497040906568;521;-90.62896;-90.44334748859035;390;991;585.35
3097;Gamma-2997;-697;-386;2026-05-21T21:27:43.987423113+03:00[Europe/Moscow];-24.266396;80.67407412245095;178;21.589455;-51.69289209453358;588;5827;89.73
3098;Chi-2998;-430;-937;2026-05-21T21:27:43.989601305+03:00[Europe/Moscow];-37.07466;93.52077655759385;153;82.42613;-83.67247381938674;211;176;117.61
3099;Delta-2999;672;-264;2026-05-21T21:27:43.991772872+03:00[Europe/Moscow];30.983032;96.07546241946807;472;80.88449;-84.625449912638;972;6465;57.88
3100;Eta-3000;-751;1;2026-05-21T21:27:43.994068811+03:00[Europe/Moscow];-81.58679;48.76331987168592;643;-77.41646;-1.2299056585567598;960;3306;111.45
3101;Alpha-3001;-848;272;2026-05-21T21:27:43.996371842+03:00[Europe/Moscow];45.58464;88.19865545461732;553;35.1595;-37.594376506629224;239;1316;3.08
3102;Mu-3002;-29;-51;2026-05-21T21:27:43.998595070+03:00[Europe/Moscow];94.8875;96.9002494545046;808;66.429;-59.87349173114838;149;2742;757.40
3103;Gamma-3003;788;995;2026-05-21T21:27:44.000808362+03:00[Europe/Moscow];37.099823;32.41866353488689;608;79.36725;85.96733817889151;821;8109;673.47
3104;Chi-3004;748;-555;2026-05-21T21:27:44.003091094+03:00[Europe/Moscow];-84.958496;-28.002347714714347;246;-92.83397;-52.698789245086154;728;2722;783.38
3105;Eta-3005;-980;-518;2026-05-21T21:27:44.005270126+03:00[Europe/Moscow];51.146484;16.48039478059144;902;-98.335175;52.31709245174412;764;4468;232.01
3106;Zeta-3006;11;-45;2026-05-21T21:27:44.007451215+03:00[Europe/Moscow];-70.29203;-5.787613217435677;116;-58.927227;95.95476979868829;543;6609;108.34
3107;Theta-3007;974;-658;2026-05-21T21:27:44.009541033+03:00[Europe/Moscow];-77.62731;63.20102409121;42;-85.65367;44.69491111628804;177;3995;735.91
3108;Phi-3008;414;512;2026-05-21T21:27:44.011662808+03:00[Europe/Moscow];79.324524;27.950315269627808;715;-43.34539;49.97852905368907;956;7683;219.22
3109;Alpha-3009;-759;-654;2026-05-21T21:27:44.013800654+03:00[Europe/Moscow];95.12016;27.589868332562133;8;70.49719;22.649714018119724;300;8120;547.25
3110;Epsilon-3010;919;670;2026-05-21T21:27:44.015991780+03:00[Europe/Moscow];-31.111801;-70.56366039421202;130;39.872467;62.88703293858822;195;5279;279.94
3111;Xi-3011;398;-621;2026-05-21T21:27:44.018175424+03:00[Europe/Moscow];-69.56203;40.14390452250365;293;-43.629826;-88.40389911744882;126;7139;436.31
3112;Pi-3012;609;541;2026-05-21T21:27:44.020265675+03:00[Europe/Moscow];-9.88755;-50.82023122615309;148;84.19978;-84.38397267540213;254;2461;857.90
3113;Sigma-3013;-272;293;2026-05-21T21:27:44.022396220+03:00[Europe/Moscow];-86.35083;-17.64163781441826;952;-79.13435;27.491013749527184;409;5328;371.25
3114;Eta-3014;705;-760;2026-05-21T21:27:44.024489760+03:00[Europe/Moscow];-64.421524;61.08402272726025;754;-94.15555;40.120455728328125;937;3062;129.37
3115;Iota-3015;-872;-38;2026-05-21T21:27:44.026573620+03:00[Europe/Moscow];-94.33432;70.69215076386101;346;-4.334114;-14.7694069338542;992;2551;789.97
3116;Sigma-3016;933;-410;2026-05-21T21:27:44.028658163+03:00[Europe/Moscow];37.900467;32.11017877767503;473;-18.356598;-15.824038647640279;61;3851;274.56
3117;Beta-3017;-228;-995;2026-05-21T21:27:44.030776603+03:00[Europe/Moscow];-86.803116;-76.46189693693368;375;96.00769;1.3421053525323572;484;7306;395.87
3118;Sigma-3018;619;-320;2026-05-21T21:27:44.032964572+03:00[Europe/Moscow];-2.8901367;-36.53156827826671;787;-72.95765;-9.700725263628883;329;5620;19.85
3119;Beta-3019;-169;830;2026-05-21T21:27:44.035146973+03:00[Europe/Moscow];-77.21534;-61.36771585218674;201;22.154976;-56.098125919146625;503;8939;979.76
3120;Beta-3020;-363;-223;2026-05-21T21:27:44.037329338+03:00[Europe/Moscow];-11.555359;-97.37261835488707;76;10.791191;29.41059145672287;567;9755;285.49
3121;Iota-3021;-766;-564;2026-05-21T21:27:44.039406221+03:00[Europe/Moscow];20.38063;58.48035273247058;596;-74.69487;83.28892355785484;26;3885;97.76
3122;Kappa-3022;18;236;2026-05-21T21:27:44.041496371+03:00[Europe/Moscow];61.7502;98.49485878685346;622;45.130585;-89.15488131574709;0;573;601.55
3123;Rho-3023;524;215;2026-05-21T21:27:44.043587104+03:00[Europe/Moscow];69.319275;49.61394605194144;697;-29.381653;49.7749184353477;223;6311;72.21
3124;Eta-3024;557;226;2026-05-21T21:27:44.045677430+03:00[Europe/Moscow];70.335754;-32.83909089054107;635;0.24318695;78.36148242784844;875;178;381.87
3125;Theta-3025;-66;-905;2026-05-21T21:27:44.047863859+03:00[Europe/Moscow];93.96141;-43.01735856057147;329;4.245613;1.9591842367906054;889;1740;197.66
3126;Omega-3026;-8;-647;2026-05-21T21:27:44.050026813+03:00[Europe/Moscow];-6.2753677;-66.66928595059846;749;16.36264;-23.197159841045362;261;2321;959.14
3127;Pi-3027;-448;-584;2026-05-21T21:27:44.052209212+03:00[Europe/Moscow];-92.57037;-49.4806989486722;631;13.409111;-11.84215357185019;862;9663;27.13
3128;Alpha-3028;176;209;2026-05-21T21:27:44.054545867+03:00[Europe/Moscow];43.183624;-19.65456892497484;458;-40.189205;-20.705728501304762;646;3387;16.13
3129;Theta-3029;-605;126;2026-05-21T21:27:44.056671901+03:00[Europe/Moscow];-35.859108;-9.758447875758591;227;-66.67891;-0.5959061300778501;978;1855;545.05
3130;Omicron-3030;895;-938;2026-05-21T21:27:44.058840774+03:00[Europe/Moscow];72.28058;-16.212717417146052;328;-12.5505905;72.29335311511753;975;5699;257.96
3131;Gamma-3031;-297;-950;2026-05-21T21:27:44.060974135+03:00[Europe/Moscow];-85.7637;35.05378566449244;759;51.95143;-66.44404188414882;599;7143;593.54
3132;Mu-3032;769;-836;2026-05-21T21:27:44.063197397+03:00[Europe/Moscow];79.010925;86.60384716492447;330;42.012344;-30.0981247352845;201;412;367.89
3133;Gamma-3033;286;-428;2026-05-21T21:27:44.065366844+03:00[Europe/Moscow];9.211769;-41.84427695979309;337;30.758041;-51.8506018977817;119;5372;694.94
3134;Mu-3034;-238;-188;2026-05-21T21:27:44.067474662+03:00[Europe/Moscow];84.1393;-32.23884755365391;525;76.05008;-7.505738575463255;757;5791;914.32
3135;Chi-3035;-34;-400;2026-05-21T21:27:44.069579572+03:00[Europe/Moscow];-95.63423;-76.34755008360186;207;39.54152;55.54281013967042;125;2061;379.81
3136;Gamma-3036;792;319;2026-05-21T21:27:44.071683609+03:00[Europe/Moscow];-71.03526;78.75262052074007;313;6.280899;-4.852586695326977;540;8144;573.33
3137;Eta-3037;107;-334;2026-05-21T21:27:44.073820342+03:00[Europe/Moscow];-6.5145035;48.81247588508509;132;-38.903473;99.66380133786384;156;2523;978.03
3138;Kappa-3038;181;882;2026-05-21T21:27:44.076093147+03:00[Europe/Moscow];-9.491333;60.17290579585983;690;-23.436592;-52.69009425522948;522;2571;467.18
3139;Eta-3039;-610;-995;2026-05-21T21:27:44.078406715+03:00[Europe/Moscow];-61.251198;12.754958732704978;256;90.7858;33.09681480894341;187;4583;851.61
3140;Xi-3040;-57;-94;2026-05-21T21:27:44.080695846+03:00[Europe/Moscow];-75.84265;87.97383274603959;415;-21.902512;-9.45995691027845;578;6233;850.18
3141;Beta-3041;104;-655;2026-05-21T21:27:44.083002877+03:00[Europe/Moscow];22.693977;-68.00585619749116;910;-47.886932;-91.3480939618509;699;4071;847.50
3142;Theta-3042;983;112;2026-05-21T21:27:44.085376272+03:00[Europe/Moscow];-96.74778;-37.57942455216532;817;-97.0133;84.08402903027658;444;3948;516.55
3143;Kappa-3043;977;-669;2026-05-21T21:27:44.087618975+03:00[Europe/Moscow];-82.50464;92.51914203344398;545;-89.15291;-95.23155307143054;64;2718;902.57
3144;Iota-3044;948;938;2026-05-21T21:27:44.089860795+03:00[Europe/Moscow];18.854347;36.57998444333643;801;65.91156;-42.07968696234039;250;8101;915.90
3145;Omega-3045;-648;40;2026-05-21T21:27:44.092223813+03:00[Europe/Moscow];32.52011;65.9638021191526;415;5.832802;42.02680314932846;265;6232;127.70
3146;Psi-3046;525;-703;2026-05-21T21:27:44.094420979+03:00[Europe/Moscow];-9.983849;-93.27624549598832;999;35.164505;31.76460448106934;48;903;85.38
3147;Gamma-3047;-380;-650;2026-05-21T21:27:44.096577012+03:00[Europe/Moscow];-75.820694;95.81340839767316;532;-41.62582;59.692797970011355;408;9933;410.96
3148;Sigma-3048;-136;829;2026-05-21T21:27:44.098780646+03:00[Europe/Moscow];93.71973;92.64297453563245;813;-1.0625992;27.326993610426825;439;3788;447.37
3149;Pi-3049;-949;83;2026-05-21T21:27:44.101063522+03:00[Europe/Moscow];-69.28061;-26.48160333701655;64;4.185463;12.161381803548593;37;4900;707.48
3150;Upsilon-3050;-838;-178;2026-05-21T21:27:44.103781671+03:00[Europe/Moscow];-97.824005;-10.46418710917645;977;-47.03845;-25.85963239286781;611;5424;88.78
3151;Epsilon-3051;486;920;2026-05-21T21:27:44.106181975+03:00[Europe/Moscow];50.69948;74.42212912371647;361;-28.21022;-16.25966262113745;518;3906;797.17
3152;Zeta-3052;-711;-696;2026-05-21T21:27:44.108472642+03:00[Europe/Moscow];-64.33754;42.869568041217434;474;-3.8981552;14.951812498355665;340;4988;78.59
3153;Zeta-3053;829;709;2026-05-21T21:27:44.110590511+03:00[Europe/Moscow];-59.00984;-28.912859501714166;675;34.393967;-99.05905146875624;751;9826;218.67
3154;Eta-3054;-570;-432;2026-05-21T21:27:44.112722261+03:00[Europe/Moscow];-23.673508;8.48493404159234;372;-28.160667;-84.20323451119205;448;1877;607.70
3155;Rho-3055;793;222;2026-05-21T21:27:44.114831240+03:00[Europe/Moscow];-12.986221;-92.73851958895567;897;-93.89154;75.57556944892602;478;9033;841.90
3156;Omega-3056;853;-150;2026-05-21T21:27:44.116974572+03:00[Europe/Moscow];60.140625;10.558840167398898;370;59.824554;82.6636716990709;47;5058;829.06
3157;Kappa-3057;37;-105;2026-05-21T21:27:44.119230489+03:00[Europe/Moscow];-65.75192;-12.861926180017207;347;40.981262;66.00012069015037;38;851;791.49
3158;Xi-3058;316;-411;2026-05-21T21:27:44.121465331+03:00[Europe/Moscow];40.51941;13.484048435725086;7;76.93367;-98.67629664112899;313;2156;836.14
3159;Lambda-3059;-449;-36;2026-05-21T21:27:44.123615012+03:00[Europe/Moscow];-56.175888;-16.644687116320142;715;97.625946;-4.4857934875240915;30;5966;382.50
3160;Omicron-3060;287;286;2026-05-21T21:27:44.125772878+03:00[Europe/Moscow];-25.426544;86.92353193963712;838;19.067833;92.57583645151561;975;9034;45.38
3161;Chi-3061;-177;-959;2026-05-21T21:27:44.127949699+03:00[Europe/Moscow];26.548752;28.843135000925457;566;-12.7447815;-33.042914286820064;874;2830;807.91
3162;Kappa-3062;-696;334;2026-05-21T21:27:44.130114109+03:00[Europe/Moscow];98.25203;-16.48576558251453;807;-18.154297;-14.536310243052924;164;5706;15.34
3163;Eta-3063;791;-132;2026-05-21T21:27:44.132523924+03:00[Europe/Moscow];-91.553246;19.55800525416997;194;82.01581;9.154602123840249;284;8573;592.88
3164;Sigma-3064;-354;-916;2026-05-21T21:27:44.134661939+03:00[Europe/Moscow];-47.3261;-1.2755301955611316;422;-92.79133;-21.509533517604453;365;4370;241.58
3165;Nu-3065;-68;961;2026-05-21T21:27:44.136806172+03:00[Europe/Moscow];-71.752205;-83.77487519587463;690;-24.427582;-87.03375778282572;417;5966;914.60
